YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2002.0,PORSCHE,BOXSTER,TWO-SEATER,2.7,6.0,M5,Z,12.2,7.9,10.3,27.0,237.0
2016.0,DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A5,X,13.7,8.9,11.5,25.0,271.0
2014.0,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6.0,M7,Z,11.5,7.7,9.8,29.0,225.0
2021.0,Porsche,718 Cayman T,Two-seater,2.0,4.0,M6,Z,11.7,8.9,10.5,27.0,245.0
2010.0,CADILLAC,CTS-V,MID-SIZE,6.2,8.0,M6,Z,14.9,10.5,12.9,22.0,297.0
2013.0,CHEVROLET,SONIC RS,MID-SIZE,1.4,4.0,AS6,X,8.2,5.9,7.2,39.0,166.0
2014.0,ACURA,RLX,MID-SIZE,3.5,6.0,AS6,Z,10.5,6.4,8.6,33.0,198.0
2019.0,MINI,Cooper S Clubman ALL4,Mid-size,2.0,4.0,M6,Z,11.4,7.7,9.7,29.0,227.0
2018.0,Toyota,Tundra 4WD,Pickup truck: Standard,4.6,8.0,AS6,X,16.8,13.1,14.9,19.0,354.0
2010.0,VOLVO,XC70 T6 AWD,SUV,3.0,6.0,AS6,X,13.0,9.0,11.2,25.0,258.0
2012.0,CHRYSLER,300C (FuelSaver MDS),FULL-SIZE,5.7,8.0,AS5,X,13.5,8.0,11.1,25.0,255.0
2012.0,VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6.0,AS6,X,12.2,7.9,10.3,27.0,237.0
2009.0,BMW,M3 CABRIOLET,SUBCOMPACT,4.0,8.0,AM7,Z,15.7,10.1,13.2,21.0,304.0
2016.0,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8.0,A6,X,17.7,12.7,15.4,18.0,362.0
2015.0,HONDA,CIVIC HYBRID,COMPACT,1.5,4.0,AV,X,5.3,5.0,5.2,54.0,120.0
2007.0,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,3.7,5.0,A4,X,13.6,9.3,11.7,24.0,269.0
2014.0,JAGUAR,XJR,FULL-SIZE,5.0,8.0,AS8,Z,14.2,8.6,11.7,24.0,269.0
2001.0,MERCEDES-BENZ,E 430 4MATIC 4X4,MID-SIZE,4.3,8.0,A5,Z,13.5,9.3,11.6,24.0,267.0
2012.0,TOYOTA,RAV4 4WD,SUV,2.5,4.0,A4,X,9.7,7.2,8.6,33.0,198.0
2018.0,Lexus,LS 500,Mid-size,3.4,6.0,AS10,Z,12.2,7.8,10.2,28.0,240.0
2018.0,Mazda,Mazda3 4-Door,Compact,2.5,4.0,AS6,X,8.8,6.6,7.8,36.0,182.0
2012.0,CHRYSLER,300 FFV,FULL-SIZE,3.6,6.0,A8,E,15.1,8.7,12.2,23.0,195.0
2015.0,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8.0,A6,X,21.0,14.2,18.0,16.0,414.0
2013.0,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,14.3,9.4,12.1,23.0,278.0
2014.0,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4.0,M6,Z,7.4,5.7,6.6,43.0,152.0
2016.0,FORD,MUSTANG,SUBCOMPACT,2.3,4.0,M6,X,10.6,7.6,9.2,31.0,217.0
2016.0,BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4.0,AS8,Z,10.7,7.4,9.2,31.0,215.0
2008.0,BENTLEY,ARNAGE,MID-SIZE,6.8,8.0,AS6,Z,22.3,13.9,18.5,15.0,426.0
2002.0,DAEWOO,LANOS,COMPACT,1.5,4.0,A4,X,9.8,5.9,8.0,35.0,184.0
2019.0,Nissan,Frontier 4WD,Pickup truck: Small,4.0,6.0,M6,X,15.1,11.5,13.5,21.0,317.0
2014.0,BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6.0,A8,Z,10.5,6.7,8.8,32.0,202.0
2007.0,GMC,SIERRA CLASSIC FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,E,19.9,13.7,17.1,17.0,274.0
2007.0,JEEP,PATRIOT 4X4 TRAIL RATED,SUV,2.4,4.0,AV,X,10.6,9.4,10.1,28.0,232.0
2013.0,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4.0,AS6,Z,10.6,7.1,9.1,31.0,209.0
2008.0,GMC,SAVANA CARGO CONV,VAN - CARGO,5.3,8.0,A4,X,16.3,11.9,14.3,20.0,329.0
2020.0,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.0,4.0,A9,Z,10.9,7.7,9.5,30.0,221.0
2020.0,Toyota,Corolla,Compact,1.8,4.0,M6,X,8.0,6.0,7.1,40.0,165.0
2012.0,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.9,4.0,M5,X,11.4,7.8,9.8,29.0,225.0
2016.0,KIA,FORTE,MID-SIZE,2.0,4.0,M6,X,9.8,6.9,8.5,33.0,198.0
2000.0,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.6,8.0,A4,X,17.0,11.9,14.7,19.0,338.0
2006.0,CHEVROLET,G15 EXPRESS CARGO CONV,VAN - CARGO,4.3,6.0,A4,X,16.5,11.8,14.4,20.0,331.0
2018.0,Aston Martin,DB11 V12,Minicompact,5.2,12.0,A8,Z,15.5,11.4,13.7,21.0,322.0
2013.0,VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AS6,Z,8.8,6.1,7.6,37.0,175.0
2002.0,SAAB,9-5 TURBO,MID-SIZE,2.3,4.0,M5,Z,11.1,7.1,9.3,30.0,214.0
2014.0,AUDI,S7,MID-SIZE,4.0,8.0,A7,Z,12.7,8.2,10.7,26.0,246.0
2002.0,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4.0,M5,Z,10.7,7.0,9.0,31.0,207.0
2019.0,Mercedes-Benz,AMG S 65,Full-size,6.0,12.0,A7,Z,18.6,10.9,15.1,19.0,356.0
2004.0,CHEVROLET,IMPALA,FULL-SIZE,3.8,6.0,A4,X,11.8,7.1,9.7,29.0,223.0
2008.0,CHEVROLET,TAHOE HYBRID 4X4,SUV,6.0,8.0,AV,X,10.5,9.8,10.2,28.0,235.0
2013.0,UNKNOWN,UNKNOWN,UNKNOWN,-24.0,8.0,UNKNOWN,UNKNOWN,11.3,,,34.0,-42.0
2016.0,TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4.0,AS6,X,10.6,8.1,9.4,30.0,220.0
2005.0,VOLVO,S60,COMPACT,2.4,5.0,A5,Z,11.1,7.5,9.4,30.0,216.0
2014.0,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6.0,AS6,Z,13.2,8.3,11.0,26.0,253.0
2019.0,Honda,Passport AWD,SUV: Small,3.5,6.0,A9,X,12.5,9.8,11.3,25.0,265.0
2006.0,CHEVROLET,TRAILBLAZER EXT,SUV,4.2,6.0,A4,X,15.6,10.8,13.5,21.0,310.0
2013.0,CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,A4,X,7.1,5.2,6.2,46.0,143.0
2016.0,FORD,FOCUS FFV,COMPACT,2.0,4.0,AM6,E,11.9,8.3,10.3,27.0,170.0
2015.0,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4.0,AM6,Z,10.3,8.2,9.4,30.0,216.0
2010.0,GMC,YUKON,SUV,5.3,8.0,A6,E,19.6,12.6,16.5,17.0,264.0
2003.0,KIA,SEDONA,MINIVAN,3.5,6.0,A5,X,15.4,10.9,13.4,21.0,308.0
2018.0,Cadillac,ATS AWD,Compact,3.6,6.0,AS8,X,12.1,8.6,10.5,27.0,247.0
2017.0,HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,M6,X,8.1,6.6,7.4,38.0,174.0
2008.0,SUBARU,OUTBACK 3.0R WAGON,SUV,3.0,6.0,AS5,Z,12.1,8.2,10.3,27.0,237.0
2004.0,HONDA,CR-V,SUV,2.4,4.0,M5,X,11.1,8.6,10.0,28.0,230.0
2020.0,Bentley,Bentayga,SUV: Standard,4.0,8.0,AS8,Z,16.4,10.1,13.6,21.0,315.0
2022.0,Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4.0,AS8,X,8.8,7.1,8.0,35.0,187.0
2022.0,Honda,Pilot AWD TrailSport,SUV: Small,3.5,6.0,AS9,X,12.3,9.5,11.1,25.0,260.0
2002.0,DAEWOO,NUBIRA,COMPACT,2.0,4.0,M5,X,10.7,7.1,9.1,31.0,209.0
2020.0,Chrysler,Voyager (Stop-Start),Minivan,3.6,6.0,A9,X,12.4,8.4,10.6,27.0,249.0
2015.0,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6.0,M6,X,14.2,11.0,12.8,22.0,294.0
2008.0,DODGE,NITRO 4X4,SUV,3.7,6.0,M6,X,13.4,9.2,11.5,25.0,264.0
2022.0,GMC,Yukon (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,16.0,11.9,14.1,20.0,332.0
2012.0,HYUNDAI,VELOSTER,COMPACT,1.6,4.0,AM6,X,7.3,5.4,6.4,44.0,147.0
2004.0,FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8.0,A4,X,19.1,13.7,16.7,17.0,384.0
2000.0,FORD,E250 VAN,VAN - CARGO,5.4,8.0,A4,X,18.3,12.1,15.5,18.0,356.0
2005.0,BMW,325i,COMPACT,2.5,6.0,A5,Z,12.3,8.0,10.4,27.0,239.0
2011.0,CHEVROLET,SUBURBAN,SUV,5.3,8.0,A6,E,19.5,12.6,16.4,17.0,262.0
2017.0,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8.0,AS7,Z,17.2,12.8,15.2,19.0,363.0
2004.0,SUBARU,FORESTER AWD TURBO,SUV,2.5,4.0,A4,Z,12.5,9.3,11.1,25.0,255.0
2013.0,ACURA,ILX,COMPACT,2.4,4.0,M6,Z,9.8,6.5,8.3,34.0,191.0
2018.0,BMW,M240i Cabriolet,Subcompact,3.0,6.0,M6,Z,12.7,8.7,10.9,26.0,255.0
2019.0,Mercedes-Benz,AMG GLS 63 4MATIC,SUV: Standard,4.7,8.0,A7,Z,17.8,13.2,15.7,18.0,370.0
2015.0,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8.0,AS6,Z,19.9,13.0,16.8,17.0,386.0
2002.0,DODGE,GRAND CARAVAN,MINIVAN,3.8,6.0,A4,X,13.4,9.2,11.5,25.0,264.0
2017.0,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4.0,M6,Z,8.6,7.2,8.0,35.0,188.0
2004.0,INFINITI,G35 SEDAN,COMPACT,3.5,6.0,M6,X,11.9,8.1,10.2,28.0,235.0
2002.0,GMC,SONOMA,PICKUP TRUCK - SMALL,4.3,6.0,M5,X,14.9,10.1,12.7,22.0,292.0
2012.0,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,2.4,4.0,A4,X,10.2,7.7,9.1,31.0,209.0
2021.0,Subaru,Forester AWD,SUV: Small,2.5,4.0,AV7,X,9.0,7.2,8.2,34.0,192.0
2008.0,JEEP,COMPASS,SUV,2.4,4.0,M5,X,8.9,7.1,8.1,35.0,186.0
2012.0,MERCEDES-BENZ,MAYBACH 57S,FULL-SIZE,6.0,12.0,A5,Z,20.7,12.8,17.1,17.0,393.0
2013.0,CADILLAC,ESCALADE AWD,SUV - STANDARD,6.2,8.0,A6,E,21.2,13.8,17.9,16.0,286.0
2003.0,INFINITI,G35 SEDAN,COMPACT,3.5,6.0,M6,Z,11.8,8.0,10.1,28.0,232.0
2021.0,Infiniti,QX80 4WD,SUV: Standard,5.6,8.0,AS7,Z,17.6,12.2,15.1,19.0,356.0
2009.0,DODGE,CHALLENGER SRT8,FULL-SIZE,6.1,8.0,M6,Z,15.6,9.2,12.7,22.0,292.0
2006.0,TOYOTA,COROLLA,COMPACT,1.8,4.0,M6,Z,9.2,6.4,7.9,36.0,182.0
2010.0,BMW,535i xDRIVE,MID-SIZE,3.0,6.0,M6,Z,12.1,7.9,10.2,28.0,235.0
2008.0,CHEVROLET,HHR,SUV,2.4,4.0,M5,Z,10.3,6.9,8.8,32.0,202.0
2009.0,AUDI,TT COUPE QUATTRO,SUBCOMPACT,3.2,6.0,M6,Z,12.6,8.1,10.6,27.0,244.0
2016.0,BENTLEY,FLYING SPUR,MID-SIZE,6.0,12.0,AS8,Z,20.3,11.9,16.5,17.0,388.0
2010.0,CADILLAC,ESCALADE AWD,SUV,6.2,8.0,A6,Z,15.3,10.1,13.0,22.0,299.0
2017.0,BMW,M6 GRAN COUPE,COMPACT,4.4,8.0,M6,Z,16.2,10.9,13.8,20.0,324.0
2007.0,SAAB,9-5 TURBO,MID-SIZE,2.3,4.0,AS5,Z,12.3,7.4,10.1,28.0,232.0
2021.0,Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2.0,4.0,AM8,Z,12.0,8.2,10.3,27.0,242.0
2018.0,Toyota,Camry XSE,Mid-size,3.5,6.0,AS8,X,10.7,7.4,9.2,31.0,215.0
2013.0,BMW,335i xDRIVE,COMPACT,3.0,6.0,M6,Z,10.8,7.2,9.2,31.0,212.0
2006.0,GMC,K1500 YUKON 4X4,SUV,5.3,8.0,A4,X,17.0,13.1,15.2,19.0,350.0
2013.0,HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,A5,X,7.1,5.4,6.3,45.0,145.0
2004.0,SUBARU,IMPREZA AWD WRX,SUBCOMPACT,2.0,4.0,M5,Z,11.8,8.0,10.1,28.0,232.0
2008.0,AUDI,A3,STATION WAGON - SMALL,2.0,4.0,M6,Z,10.1,6.8,8.6,33.0,198.0
2002.0,GMC,JIMMY 4X4,SUV,4.3,6.0,A4,X,15.6,10.9,13.5,21.0,310.0
2013.0,MERCEDES-BENZ,E 350 CABRIOLET FFV,SUBCOMPACT,3.5,6.0,AS7,E,15.8,10.4,13.4,21.0,214.0
2012.0,TOYOTA,PRIUS,MID-SIZE,1.8,4.0,AV,X,3.7,4.0,3.8,74.0,87.0
2008.0,BMW,760Li,FULL-SIZE,6.0,12.0,A6,Z,15.9,9.6,13.1,22.0,301.0
2014.0,CADILLAC,XTS AWD,FULL-SIZE,3.6,6.0,AS6,X,12.5,7.7,10.3,27.0,237.0
2000.0,FORD,WINDSTAR VAN,VAN - CARGO,3.8,6.0,A4,X,13.3,9.5,11.6,24.0,267.0
2014.0,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6.0,A8,E,15.9,11.1,13.8,20.0,221.0
2006.0,KIA,SPORTAGE,SUV,2.0,4.0,M5,X,10.6,7.8,9.3,30.0,214.0
2021.0,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4.0,AS10,X,12.1,8.9,10.7,26.0,251.0
2002.0,JAGUAR,XK8,SUBCOMPACT,4.0,8.0,A5,Z,13.7,9.1,11.6,24.0,267.0
,UNKNOWN,TAHOE 4WD,Full-size,,8.0,UNKNOWN,X,,8.2,,29.0,267.0
2014.0,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6.0,A6,X,12.7,8.4,10.8,26.0,248.0
2003.0,NISSAN,SENTRA,COMPACT,2.5,4.0,M5,X,10.0,7.4,8.8,32.0,202.0
2007.0,GMC,SAVANA CARGO,VAN - CARGO,4.3,6.0,A4,X,16.0,11.6,14.0,20.0,322.0
2000.0,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8.0,A4,X,15.6,12.0,14.0,20.0,322.0
2017.0,GMC,YUKON XL,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0
2018.0,Porsche,911 Carrera S,Minicompact,3.0,6.0,AM7,Z,10.8,8.3,9.7,29.0,226.0
2003.0,KIA,SPECTRA,COMPACT,1.8,4.0,M5,X,10.0,6.8,8.6,33.0,198.0
2021.0,Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6.0,AS10,X,14.0,13.9,13.9,20.0,327.0
2005.0,SAAB,9-3 AERO CVT TURBO,SUBCOMPACT,2.0,4.0,M6,Z,11.5,7.7,9.8,29.0,225.0
2009.0,LAMBORGHINI,GALLARDO,TWO-SEATER,5.2,10.0,M6,Z,18.7,11.5,15.5,18.0,356.0
2014.0,CADILLAC,CTS SEDAN Vsport,MID-SIZE,3.6,6.0,AS8,Z,13.5,8.4,11.2,25.0,258.0
2022.0,Porsche,718 Cayman S,Two-seater,2.5,4.0,AM7,Z,12.2,9.2,10.9,26.0,255.0
2019.0,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3.0,6.0,A9,Z,12.3,8.5,10.6,27.0,237.0
2015.0,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8.0,A6,E,30.3,20.5,25.9,11.0,414.0
2013.0,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4.0,AS6,X,9.3,6.8,8.2,34.0,189.0
2008.0,CADILLAC,CTS #,MID-SIZE,3.6,6.0,AS6,X,12.2,7.5,10.1,28.0,232.0
2020.0,Mercedes-Benz,AMG C 63 S Coupe,Subcompact,4.0,8.0,A9,Z,13.9,9.2,11.8,24.0,277.0
2022.0,Land Rover,Range Rover SVAutobiography,SUV: Standard,5.0,8.0,AS8,Z,17.1,12.6,15.1,19.0,354.0
2018.0,Ford,Flex,SUV: Standard,3.5,6.0,AS6,X,14.7,10.2,12.7,22.0,298.0
2007.0,VOLVO,S40 2.4i,COMPACT,2.4,5.0,AS5,Z,10.6,7.0,9.0,31.0,207.0
2009.0,SUBARU,LEGACY 2.5i WAGON,STATION WAGON - MID-SIZE,2.5,4.0,AS4,X,10.4,7.6,9.1,31.0,209.0
2003.0,TOYOTA,SEQUOIA 4X4,SUV,4.7,8.0,A4,X,16.8,12.3,14.8,19.0,340.0
2007.0,PORSCHE,911 TURBO,MINICOMPACT,3.6,6.0,AS6,Z,13.8,8.5,11.4,25.0,262.0
2007.0,CHEVROLET,COBALT,SUBCOMPACT,2.2,4.0,M5,X,9.2,5.9,7.7,37.0,177.0
2021.0,Porsche,Cayenne Coupe,SUV: Standard,3.0,6.0,AS8,Z,12.7,10.3,11.6,24.0,271.0
2020.0,Volkswagen,Golf GTI,Compact,2.0,4.0,AM7,X,9.7,7.5,8.7,32.0,203.0
2008.0,CHEVROLET,IMPALA FFV,FULL-SIZE,3.9,6.0,A4,X,11.5,7.2,9.5,30.0,218.0
2019.0,Porsche,911 Carrera GTS,Minicompact,3.0,6.0,M7,Z,13.0,8.9,11.2,25.0,260.0
2011.0,LINCOLN,MKZ,MID-SIZE,3.5,6.0,AS6,X,11.7,7.4,9.7,29.0,223.0
2020.0,Lexus,GS 350 AWD,Mid-size,3.5,6.0,AS6,Z,12.3,9.1,10.9,26.0,254.0
2005.0,CADILLAC,SRX AWD,SUV,4.6,8.0,AS5,Z,16.1,9.5,13.2,21.0,304.0
2022.0,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8.0,A8,X,16.9,13.3,15.3,18.0,359.0
2006.0,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,6.0,8.0,A4,Z,17.0,12.8,15.1,19.0,347.0
2019.0,BMW,230i xDrive Coupe,Subcompact,2.0,4.0,AS8,Z,9.9,7.1,8.6,33.0,202.0
2022.0,BMW,M850i xDrive Coupe,Subcompact,4.4,8.0,AS8,Z,13.5,9.3,11.6,24.0,271.0
2020.0,Mercedes-Benz,A 250 4MATIC Hatch,Station wagon: Small,2.0,4.0,AM7,Z,9.4,6.9,8.3,34.0,195.0
2020.0,Hyundai,IONIQ Blue,Full-size,1.6,4.0,AM6,X,4.2,4.0,4.1,69.0,96.0
2015.0,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6.0,AS6,X,16.6,12.6,14.8,19.0,340.0
2010.0,CADILLAC,CTS AWD,MID-SIZE,3.0,6.0,AS6,X,11.9,7.7,10.0,28.0,230.0
2022.0,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,5.3,8.0,A10,X,15.3,12.3,13.9,20.0,327.0
2013.0,AUDI,TTS ROADSTER QUATTRO,TWO-SEATER,2.0,4.0,AM6,Z,10.1,7.4,8.9,32.0,205.0
2008.0,CHEVROLET,MALIBU,MID-SIZE,2.4,4.0,AS6,X,9.5,6.1,8.0,35.0,184.0
2004.0,VOLKSWAGEN,JETTA WAGON,STATION WAGON - SMALL,2.0,4.0,A4,X,10.2,7.2,8.8,32.0,202.0
2006.0,VOLKSWAGEN,PASSAT 4MOTION,MID-SIZE,3.6,6.0,AS6,Z,12.8,8.0,10.6,27.0,244.0
2008.0,JAGUAR,VANDEN PLAS,FULL-SIZE,4.2,8.0,A6,Z,13.0,8.1,10.8,26.0,248.0
2013.0,BMW,550i xDRIVE,MID-SIZE,4.4,8.0,A8,Z,13.2,8.3,11.0,26.0,253.0
2022.0,Toyota,C-HR,Compact,2.0,4.0,AS7,X,8.7,7.5,8.2,34.0,189.0
2015.0,KIA,SPORTAGE,SUV - SMALL,2.4,4.0,M6,X,12.9,9.2,11.3,25.0,260.0
2008.0,GMC,ENVOY 4X4,SUV,5.3,8.0,A4,X,14.7,10.5,12.8,22.0,294.0
2006.0,HYUNDAI,ACCENT 3/5-DOOR,COMPACT,1.6,4.0,A4,X,8.9,6.2,7.7,37.0,177.0
2012.0,LINCOLN,MKT AWD,SUV,3.7,6.0,AS6,X,12.7,9.0,11.0,26.0,253.0
2013.0,VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,M5,X,9.1,6.0,7.7,37.0,177.0
2019.0,Cadillac,CT6 AWD,Full-size,4.2,8.0,AS10,Z,17.3,9.5,13.8,20.0,324.0
2009.0,FERRARI,612 SCAGLIETTI,MID-SIZE,5.7,12.0,M6,Z,22.3,13.0,18.1,16.0,416.0
2016.0,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,15.3,10.6,13.2,21.0,309.0
2003.0,HYUNDAI,TIBURON,SUBCOMPACT,2.7,6.0,M6,X,12.9,8.2,10.8,26.0,248.0
2010.0,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - SMALL,5.3,8.0,A4,X,14.4,9.9,12.4,23.0,285.0
2007.0,CHEVROLET,HHR PANEL,SUV,2.4,4.0,A4,Z,10.1,7.1,8.7,32.0,200.0
2005.0,CHEVROLET,K1500 AVALANCHE 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,E,24.0,17.9,21.3,13.0,341.0
2015.0,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8.0,A6,X,17.1,12.0,14.8,19.0,340.0
2018.0,Toyota,Camry,Mid-size,3.5,6.0,AS8,X,10.5,7.1,9.0,31.0,210.0
2020.0,Dodge,Challenger,Mid-size,6.4,8.0,M6,Z,16.7,10.4,13.9,20.0,325.0
2019.0,Mercedes-Benz,AMG GLA 45 4MATIC,Station wagon: Mid-size,2.0,4.0,AM7,Z,10.7,8.3,9.6,29.0,225.0
2008.0,BMW,323i,COMPACT,2.5,6.0,A6,Z,11.2,6.7,9.2,31.0,212.0
2017.0,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6.0,AS8,Z,11.9,8.5,10.4,27.0,242.0
2005.0,MAZDA,MAZDA6 SPORT WAGON,STATION WAGON - MID-SIZE,3.0,6.0,AS6,X,12.0,7.9,10.2,28.0,235.0
2017.0,NISSAN,ALTIMA,MID-SIZE,2.5,4.0,AV,X,8.8,6.0,7.5,38.0,176.0
2015.0,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8.0,AS7,Z,15.3,10.8,13.3,21.0,306.0
2008.0,HONDA,CIVIC,SUBCOMPACT,1.8,4.0,M5,X,7.4,5.4,6.5,43.0,150.0
2012.0,SUZUKI,SX4 SEDAN SPORT,COMPACT,2.0,4.0,M6,X,9.1,6.2,7.8,36.0,179.0
2001.0,DODGE,DURANGO 5.9 R/T 4X4 #,SUV,5.9,8.0,A4,Z,19.6,12.8,16.5,17.0,380.0
2017.0,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6.0,AS6,X,16.1,12.4,14.5,19.0,339.0
2017.0,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12.0,AS8,Z,20.7,12.7,17.1,17.0,400.0
2007.0,LINCOLN,MKZ AWD,MID-SIZE,3.5,6.0,A6,X,13.2,8.4,11.1,25.0,255.0
2011.0,HONDA,ACCORD CROSSTOUR,SUV,3.5,6.0,A5,X,11.5,7.2,9.6,29.0,221.0
2010.0,VOLKSWAGEN,GTI,COMPACT,2.0,4.0,M6,Z,10.0,6.6,8.5,33.0,196.0
2012.0,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.8,8.0,A4,E,21.2,15.1,18.4,15.0,294.0
2016.0,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36.0,183.0
2011.0,MERCEDES-BENZ,MAYBACH 62S,FULL-SIZE,6.0,12.0,A5,Z,20.7,12.8,17.1,17.0,393.0
2013.0,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4.0,A5,X,12.2,9.0,10.7,26.0,246.0
2013.0,FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,X,10.7,6.9,9.0,31.0,207.0
2009.0,MERCEDES-BENZ,R 320 BLUETEC 4MATIC,SUV,3.0,6.0,A7,D,11.6,8.3,10.1,28.0,273.0
2022.0,Porsche,911 GT3,Minicompact,4.0,6.0,AM7,Z,15.6,12.7,14.3,20.0,334.0
2009.0,VOLVO,V70 3.2,STATION WAGON - MID-SIZE,3.2,5.0,AS6,X,12.7,7.8,10.5,27.0,242.0
2006.0,CADILLAC,CTS,MID-SIZE,3.6,6.0,M6,X,14.1,8.2,11.4,25.0,262.0
2015.0,DODGE,CHARGER AWD,FULL-SIZE,3.6,6.0,A8,X,12.8,8.6,10.9,26.0,251.0
2017.0,TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6.0,AS5,X,14.3,12.0,13.3,21.0,310.0
2022.0,Chevrolet,Silverado,Pickup truck: Standard,3.0,6.0,A10,D,10.2,7.5,8.9,32.0,240.0
2005.0,CHEVROLET,IMPALA,FULL-SIZE,3.4,6.0,A4,X,11.1,6.8,9.2,31.0,212.0
2002.0,MAZDA,TRIBUTE 4X4,SUV,3.0,6.0,A4,X,13.0,9.3,11.3,25.0,260.0
2012.0,GMC,ACADIA AWD,SUV,3.6,6.0,A6,X,13.1,8.8,11.1,25.0,255.0
2008.0,MAZDA,B2300,PICKUP TRUCK - SMALL,2.3,4.0,M5,X,9.9,7.5,8.8,32.0,202.0
2020.0,BMW,M4 Cabriolet Competition,Subcompact,3.0,6.0,M6,Z,13.8,9.4,11.9,24.0,280.0
2002.0,MERCEDES-BENZ,C 320,COMPACT,3.2,6.0,A5,Z,12.2,8.6,10.6,27.0,244.0
2006.0,BMW,X5,SUV,4.4,8.0,A6,Z,14.8,9.9,12.6,22.0,290.0
,RAM,GRANTURISMO,VAN - PASSENGER,,,UNKNOWN,X,-19.0,5.5,8.0,24.0,177.0
2016.0,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12.0,AS8,Z,20.7,12.9,17.2,16.0,404.0
2004.0,BMW,325i,COMPACT,2.5,6.0,M5,Z,11.7,7.4,9.8,29.0,225.0
2011.0,LEXUS,IS 250C,SUBCOMPACT,2.5,6.0,M6,Z,11.2,7.2,9.4,30.0,216.0
